Severity,Start_Time,Start_Lat,Start_Lng,Weather_Condition
2,2022-07-14 08:34:36,17.441834531049427,78.41841848366236,Rain
4,2025-01-10 09:26:56,25.41316061130201,81.76664478834927,Clear
1,2022-12-21 09:20:30,25.47562685611816,81.83473727881272,Cloudy
1,2023-02-13 16:44:46,28.42462953449091,77.03586925987813,Rain
1,2023-08-21 17:42:54,17.35634602348761,78.42475380324383,Windy
2,2025-04-02 15:32:56,26.87732469148788,80.92974656043297,Clear
4,2022-08-30 22:58:11,19.029947090712366,72.86139171576748,Fog
4,2025-07-21 12:12:47,26.81758101121725,80.9670078150921,Clear
2,2022-05-11 09:01:50,26.815934430586733,80.93970580128925,Rain
2,2025-02-08 02:48:49,12.950627237191421,77.58997712469613,Windy
2,2025-06-30 14:08:26,12.95554786609444,77.66233032938929,Clear
3,2023-06-18 19:00:32,26.89005996119204,80.89378302468756,Clear
1,2022-09-14 16:18:59,26.81144888425023,80.9129808830102,Clear
4,2024-09-06 23:56:30,28.54463434572786,77.27993859906148,Cloudy
1,2022-12-17 12:58:47,13.008269554910717,77.60738062213663,Cloudy
1,2024-09-26 17:35:48,28.54714144656325,77.34798692827349,Cloudy
3,2023-05-05 18:47:23,13.080218216252174,80.24254100848572,Rain
1,2022-07-31 11:17:22,28.62642142791994,77.20551650853233,Cloudy
2,2024-11-08 10:57:37,13.093534447636852,80.28971688589498,Rain
4,2022-02-05 21:30:06,28.690106213336477,77.14512577885637,Rain
1,2025-11-04 12:47:55,28.50705879838335,77.35764611092337,Cloudy
1,2024-08-30 22:38:12,17.40217308882539,78.42248590773417,Cloudy
2,2023-07-28 15:29:10,19.08818333521256,72.86400450385356,Rain
2,2023-11-17 01:21:53,28.610513770813437,77.19400523945001,Clear
3,2022-08-25 20:23:05,12.985456433743018,77.64305091135607,Cloudy
2,2022-01-16 08:36:31,28.661686506189653,77.20188456143981,Cloudy
2,2024-08-02 07:53:04,12.930673965721974,77.5893448258794,Rain
2,2025-08-02 08:41:05,19.09752631697164,72.8793857291898,Clear
4,2023-01-19 08:51:43,28.482414097255283,77.04638200759797,Clear
4,2023-07-30 12:10:21,26.83157516602509,80.9504557038851,Clear
2,2022-08-09 14:41:34,25.465996410718343,81.81724753267048,Clear
2,2024-02-01 05:10:57,17.32876890426247,78.50438861541062,Clear
4,2023-06-27 23:52:15,19.04499925397782,72.86850141051158,Fog
2,2025-10-11 22:49:39,25.387957129449628,81.84650024483847,Rain
4,2023-11-07 19:43:22,28.556877683632198,77.22104000372067,Heavy Rain
1,2023-11-03 09:16:11,22.590503398524127,88.3667436476684,Clear
1,2022-02-13 18:46:51,13.012814964495231,77.62654543845919,Rain
3,2022-03-09 07:25:56,28.506062022762137,77.09267506457856,Clear
2,2025-08-01 13:37:04,13.031879358684547,77.64661529638002,Rain
1,2024-10-02 10:37:13,25.474197635724444,81.79571100571268,Clear
2,2025-08-06 22:07:25,28.51847725208666,76.95590258391202,Clear
1,2022-02-05 07:03:50,25.429324619287552,81.76354196205504,Rain
2,2025-04-14 00:47:05,26.874041136770064,80.9386614098899,Rain
1,2025-03-08 19:01:08,13.124646882333437,80.2604488209429,Fog
2,2024-09-16 04:42:32,28.567728173153128,77.14139916988164,Heavy Rain
2,2022-08-19 08:29:14,22.631516010157466,88.37764689270679,Clear
2,2022-06-25 19:43:39,25.398175365150436,81.84621798088976,Heavy Rain
1,2025-10-11 06:15:30,28.636265716641415,77.15651413662043,Clear
1,2025-02-15 15:29:24,28.449093045920954,77.01856752156765,Clear
4,2023-02-21 13:40:53,25.43217880235536,81.82916502735392,Heavy Rain
1,2023-03-18 01:52:59,28.439977862311842,76.98687590422853,Fog
4,2023-12-08 00:33:43,13.083937999598103,80.23266512160154,Windy
2,2022-07-04 12:07:32,28.603022798742433,77.19758788871418,Clear
4,2023-10-13 00:26:17,25.379198983848408,81.85842094485787,Clear
4,2023-01-13 22:19:48,28.501339227462303,77.06562935104233,Heavy Rain
2,2025-04-05 04:24:22,19.0705069318153,72.88266217962799,Clear
1,2024-02-16 19:59:21,17.421058739288938,78.47339871037987,Clear
2,2024-02-17 05:11:56,26.85855188051728,80.90819222878586,Clear
1,2024-01-03 15:13:00,17.418834674348883,78.53942035702104,Clear
4,2024-04-17 21:07:35,28.570207623239128,77.4120368527276,Clear
1,2022-08-05 12:48:01,28.52484792951311,77.38004748614836,Cloudy
2,2024-12-08 20:13:41,28.547262639437687,77.40850394903674,Clear
3,2023-08-25 21:09:53,28.606483129228288,77.18415550691944,Clear
3,2023-03-08 08:35:34,13.06260773502512,80.20642289065005,Rain
2,2023-10-31 20:46:16,12.996580732688148,77.60607896366653,Clear
2,2024-12-03 21:12:54,12.959291401500469,77.66275564801114,Clear
2,2022-07-05 18:51:14,25.40533566627314,81.8404680512181,Clear
2,2024-03-29 06:36:25,28.54389288918097,77.42962694186558,Rain
2,2022-11-13 09:06:14,28.64017912382714,77.14009612516709,Clear
2,2024-09-30 22:27:04,17.383743454583996,78.49878446783643,Windy
2,2024-11-23 21:15:12,28.58659496415143,77.23473442584913,Snow
4,2022-11-23 08:38:46,13.048665869113629,80.34537759616387,Clear
3,2025-05-01 00:16:02,13.09126711943891,80.2619807648779,Cloudy
2,2023-06-16 22:53:42,28.6170960155014,77.19568404335418,Clear
4,2023-11-24 14:20:05,28.596869656377585,77.20547924131176,Rain
3,2023-01-19 22:52:43,28.558055790526968,77.43204524129382,Cloudy
3,2024-09-28 14:00:30,12.918895865813429,77.59285314184356,Clear
1,2024-08-23 23:40:08,28.505195395053367,77.00163411849019,Rain
4,2025-01-03 02:47:30,26.785209595520946,80.9017856097961,Cloudy
3,2022-03-29 05:52:11,28.573846151803004,77.45866179775312,Clear
1,2023-03-20 03:49:03,28.620830798020233,77.20843208269535,Cloudy
4,2023-07-08 17:22:51,26.798319993355236,80.98267489624223,Cloudy
2,2022-06-19 08:46:54,17.41124784375307,78.42765930670194,Clear
3,2025-03-20 09:50:07,22.567690354505736,88.35215694587885,Clear
1,2024-01-17 16:12:36,19.113289547057114,72.8855730452688,Clear
2,2024-06-18 18:55:12,17.39531074173302,78.41316565763252,Clear
3,2024-11-20 02:44:04,25.45671813504473,81.89743161991505,Snow
2,2024-01-15 00:04:27,26.819049401611466,80.97044853236054,Heavy Rain
1,2023-02-02 17:10:35,19.05498814693477,72.89847388013027,Clear
2,2023-02-11 20:17:18,19.016554230105992,72.90514996636423,Rain
1,2023-11-14 15:02:35,19.009366864638157,72.93064786240852,Fog
1,2025-09-21 17:18:36,22.54557114251909,88.35020876427275,Clear
2,2022-04-25 06:29:07,26.865941292757576,80.95189154682538,Fog
2,2023-12-24 23:10:26,22.588412138505614,88.36529472564526,Clear
2,2023-02-19 19:14:08,28.538263040092776,77.19426140297433,Cloudy
1,2023-06-01 19:52:58,28.467850446577568,77.06310028933459,Clear
2,2022-11-21 09:52:33,25.430977494858272,81.81705395657593,Fog
1,2024-05-13 03:26:51,26.838376514124803,80.93181999803022,Clear
1,2023-03-08 18:51:25,12.926741552917147,77.59224120113822,Clear
2,2025-08-03 17:09:37,28.46821128891966,77.01290952697116,Heavy Rain
1,2023-06-08 02:44:31,26.866154975804314,80.94387705562765,Clear
2,2022-01-30 15:44:38,13.081220620054783,80.26418481233621,Clear
1,2024-11-25 15:44:53,26.818789665902546,80.98380854265805,Clear
3,2022-12-27 11:24:33,25.386729978180018,81.83262758896731,Rain
1,2023-04-17 11:08:38,25.438215122525797,81.81768464446279,Cloudy
1,2022-04-06 07:42:51,17.377864078585706,78.51175709991699,Rain
2,2025-08-26 14:03:05,28.56862929764982,77.41973179824092,Cloudy
1,2024-11-13 05:57:04,28.62606044300721,77.34984490802945,Heavy Rain
1,2023-09-20 06:40:41,25.395188210036494,81.89641123194843,Cloudy
3,2023-10-05 16:45:55,12.972069716988596,77.59413509188643,Clear
2,2024-12-15 17:33:33,26.87465268725169,80.978467781045,Fog
2,2023-05-26 08:11:23,19.03725953979631,72.92440771466683,Cloudy
3,2023-11-27 17:39:42,28.619391455941948,77.17927516633316,Snow
3,2025-05-15 02:44:38,26.837231214199353,80.96801393982105,Clear
3,2024-01-11 13:24:17,17.42245554870444,78.47805086150943,Windy
2,2023-09-04 23:28:24,28.59465263086375,77.19114776174663,Cloudy
3,2022-06-22 00:48:45,28.448363674886565,77.01728941565538,Clear
2,2023-10-13 02:21:37,22.573472322015398,88.39259652718656,Heavy Rain
1,2024-11-16 13:02:29,28.551715552858198,77.37934333326587,Clear
2,2024-11-09 05:30:20,12.899650507911533,77.59967522110765,Rain
2,2024-09-30 02:33:26,13.048101484724695,80.3491324294672,Rain
3,2024-03-31 09:12:09,28.62255529187204,77.18236699568016,Windy
1,2024-09-19 07:17:42,28.596576240718825,77.17344015990912,Rain
3,2023-09-01 02:05:15,22.54497266719341,88.31355506484286,Clear
1,2022-06-04 00:12:09,22.53259614804741,88.37012671908272,Windy
1,2022-05-06 05:57:52,26.813922559031603,80.91308902889037,Clear
1,2023-03-30 23:36:00,17.413640036556654,78.44362211878102,Cloudy
2,2022-04-02 18:51:23,17.324561887905265,78.5154565513283,Clear
3,2023-08-18 22:34:10,22.572660722755586,88.38173835464123,Heavy Rain
2,2023-09-25 12:38:51,28.64725808192474,77.1663768843137,Clear
1,2025-03-26 18:55:09,12.933802370133611,77.57897307450419,Clear
2,2023-02-05 15:58:26,28.533945158861254,77.03115304276916,Cloudy
2,2022-10-18 07:45:17,25.434930939005568,81.86074244765051,Heavy Rain
2,2024-06-27 15:32:15,26.86048871283071,80.94777321349574,Snow
1,2025-06-30 23:27:50,12.988367696942412,77.55357394335408,Rain
2,2024-07-01 15:22:18,28.452715069529592,77.0452283207898,Clear
4,2022-07-16 16:07:01,28.639004224032412,77.1789210276214,Heavy Rain
2,2024-05-16 05:36:27,28.4776232305442,77.09407407705385,Clear
3,2022-03-13 02:42:27,22.58229480158917,88.4235304504144,Clear
1,2024-11-03 07:17:10,19.056211447680795,72.90273281438287,Rain
4,2024-01-29 21:47:37,26.800029874909264,80.91299088449318,Heavy Rain
3,2025-06-02 05:54:45,18.99424162334195,72.84916411098241,Cloudy
1,2024-11-06 01:09:11,25.411060130947,81.84035072848262,Clear
3,2022-07-22 15:54:23,28.617900806357074,77.20906312272248,Cloudy
3,2022-09-19 09:05:08,28.545749009525533,77.32518475595779,Clear
3,2023-10-20 09:11:59,25.43188291601803,81.87958699018685,Snow
3,2025-10-21 21:02:20,28.6318404103441,77.22961580778747,Clear
4,2024-11-15 01:34:52,28.622455905736196,77.24535938991937,Heavy Rain
3,2022-12-29 12:40:58,19.100051211628454,72.88729752622956,Cloudy
1,2024-04-11 00:48:35,28.449713554803335,77.02214802156061,Cloudy
3,2024-11-28 20:55:25,26.835876463232854,80.93775397836895,Rain
2,2023-02-25 02:52:38,22.628781930532334,88.39173435243688,Heavy Rain
4,2023-12-17 02:13:46,28.544196562629896,77.40704928005748,Heavy Rain
2,2024-01-30 01:34:36,12.966704537442956,77.60147791741004,Clear
2,2023-06-23 07:22:49,26.877367440276256,80.9808604841485,Heavy Rain
1,2023-08-28 19:02:25,12.975284751836838,77.59987108724957,Clear
3,2025-01-25 15:46:58,28.624719836556718,77.211175281713,Rain
2,2023-03-08 01:29:49,26.91542434917403,80.95793061982873,Clear
4,2025-05-19 13:45:15,19.040171908885426,72.86770097081677,Fog
1,2025-06-19 00:19:00,19.10873440643355,72.8590401956291,Clear
1,2025-05-07 09:45:38,19.04581925723427,72.85715646265083,Clear
2,2024-09-06 21:48:22,28.541913466866053,77.32832721524652,Clear
4,2024-08-22 05:56:12,28.48161310070279,77.34918607861943,Rain
1,2025-07-21 10:09:31,26.82426106503594,80.8938865422932,Clear
2,2023-12-08 23:31:05,19.024943456261425,72.88592973547782,Clear
2,2025-07-10 05:54:38,17.41313818496904,78.42212482276237,Fog
2,2022-11-26 09:38:32,22.517015452590158,88.43886939240518,Windy
1,2022-08-27 15:55:39,28.437877130428163,77.00920030916456,Rain
3,2022-01-31 22:51:48,28.657189704757396,77.26325275883865,Windy
1,2025-01-27 21:16:59,26.78385353727752,80.90317901382686,Windy
2,2025-11-30 18:59:56,28.486606617822396,77.05682108167069,Clear
2,2023-01-31 05:56:47,17.392904464191307,78.43939583910075,Windy
3,2024-09-07 00:50:07,28.519186213015953,77.36980205282714,Cloudy
2,2025-02-07 14:39:33,26.89456779563776,80.93708492947268,Clear
1,2022-10-04 13:10:56,17.443200488449744,78.52978192318088,Windy
1,2022-03-15 21:22:35,17.4228217423134,78.51395589248759,Rain
1,2025-04-29 18:09:32,28.596978265275197,77.20800288064214,Clear
1,2024-12-16 22:55:56,22.560888865091442,88.38369715156604,Snow
2,2023-12-07 18:56:01,12.91917494638272,77.57573112687544,Cloudy
4,2023-02-25 08:00:24,12.943135923774152,77.58095549309539,Clear
2,2023-01-03 03:37:23,12.958110965822607,77.60044650864592,Clear
3,2025-08-14 19:01:31,28.62468449177878,77.20629869033603,Cloudy
4,2023-08-03 06:55:43,12.975953164280533,77.65053388135131,Fog
1,2023-08-06 03:28:46,28.64272411419447,77.20960268539557,Cloudy
2,2024-07-23 23:29:17,25.379697663038314,81.8356879619785,Clear
2,2024-09-01 23:11:25,28.52192509166667,77.38932019139403,Cloudy
1,2025-05-20 05:28:11,17.372605756751295,78.49741116488272,Cloudy
2,2022-02-26 22:01:02,28.597092494805366,77.21840977752404,Clear
3,2024-07-31 10:49:47,12.940172418731699,77.61667379517343,Rain
4,2024-03-19 20:57:12,13.102225206046068,80.1928117715083,Clear
1,2025-01-06 23:03:21,28.621629461960165,77.20750114673235,Cloudy
2,2023-03-26 09:16:18,28.452869502786584,77.01714439626858,Clear
2,2025-01-12 01:16:28,28.597121981211856,77.36158478330657,Clear
3,2023-05-04 10:37:30,19.08657946795341,72.8591207258,Clear
1,2024-06-13 00:36:14,17.382105578924357,78.52646669811249,Cloudy
2,2024-10-02 23:46:27,25.465264982028877,81.802218803228,Rain
1,2023-06-12 22:45:40,19.10712531749025,72.89440239359794,Clear
2,2025-06-29 17:58:50,28.659574035429742,77.24902851446932,Rain
3,2022-08-12 13:48:38,28.621859744377822,77.17235997145396,Clear
4,2023-10-19 07:44:51,12.954042366242124,77.58605247359385,Clear
3,2024-10-24 11:56:10,12.962767628130319,77.61502989969384,Clear
4,2025-05-02 20:37:45,17.41012461801487,78.53398478670046,Clear
3,2024-05-05 16:41:37,19.117675502714295,72.93935256627222,Fog
2,2023-04-29 18:29:10,12.94619393456588,77.6050718467763,Cloudy
1,2025-08-05 18:28:54,28.45200797802788,76.98822965436098,Snow
2,2024-02-08 21:55:20,17.381244711979814,78.48822556823797,Heavy Rain
2,2023-08-18 19:54:12,28.56026873854095,77.40872870369851,Clear
2,2024-02-06 00:07:13,26.879757494876845,80.96119591385461,Rain
3,2023-02-09 06:07:52,28.62338963916915,77.390302395342,Heavy Rain
1,2023-10-22 20:59:07,26.869661524852102,80.90314327591562,Rain
3,2025-11-28 04:32:33,28.51141969148043,77.38028652123342,Clear
1,2025-09-12 06:42:15,22.61865376440057,88.38653603773966,Clear
3,2022-12-30 06:58:35,19.139687280006406,72.9094703931898,Clear
4,2024-06-22 19:02:19,28.586669688067172,77.16912409147764,Cloudy
1,2025-06-03 08:05:33,22.574217406128483,88.39011276398321,Clear
1,2025-02-21 08:57:13,12.986771228596774,77.61795880533202,Cloudy
3,2023-11-27 10:26:52,28.601423306097967,77.2216708592846,Heavy Rain
1,2025-02-27 19:21:41,28.424004252365556,77.0384641562784,Cloudy
3,2024-09-15 15:09:01,28.602606323725002,77.21419858554745,Clear
2,2023-05-24 17:23:26,28.401089663743207,77.03125572583318,Clear
1,2023-09-15 07:42:12,13.014141468972793,77.55177157547787,Clear
2,2025-04-11 06:16:35,17.44970320741383,78.44093250966174,Fog
2,2023-10-17 08:34:21,22.546494252274734,88.4045427795604,Clear
2,2022-01-14 21:09:10,19.060118535883596,72.87456970992649,Cloudy
1,2024-09-16 11:29:51,22.582573772030695,88.33276482302658,Rain
3,2024-06-16 20:16:04,26.892998639420263,80.93732335323686,Cloudy
1,2024-08-05 06:45:34,28.41613619193183,77.00120849017247,Cloudy
3,2025-12-26 03:18:02,26.838021602743524,80.9294011148848,Heavy Rain
2,2023-12-28 05:49:07,25.475408748795044,81.79413775673888,Fog
3,2022-01-24 16:34:33,25.43421850650512,81.8813902934995,Clear
2,2025-12-20 13:23:57,22.58577284630197,88.37743039062099,Heavy Rain
2,2025-04-14 15:20:47,28.444934582101045,76.9562524757436,Rain
3,2023-08-20 22:29:26,13.074161209992239,77.65920304621302,Fog
2,2022-06-10 14:44:56,28.47998090604732,77.02179711882046,Clear
2,2022-07-09 16:38:01,26.871132921272117,80.84979174300607,Windy
4,2024-02-26 00:01:44,26.863223384186927,80.95107281894623,Rain
1,2023-11-24 19:34:34,26.865447315596278,80.87376962592751,Clear
2,2024-11-29 17:31:14,28.45088440614885,77.02264001121792,Cloudy
1,2022-11-08 00:37:19,28.453094899213163,77.00233533566269,Rain
1,2022-12-03 13:33:02,28.447173684315814,77.02413181565454,Fog
1,2023-05-14 04:57:15,28.60903790020588,77.19680579596735,Snow
4,2024-04-03 11:02:46,26.864607507221432,80.94701915787604,Fog
3,2024-03-26 18:16:57,28.58973820281431,77.22443789316512,Clear
2,2022-06-09 18:04:59,28.645639195123053,77.15818578391911,Fog
2,2022-11-03 11:38:10,28.535378297660433,77.40870525253408,Clear
4,2023-09-18 19:32:20,19.082311854173238,72.83068767132957,Clear
1,2023-10-24 14:00:15,22.543440046683486,88.40120873019062,Cloudy
1,2024-12-31 15:56:20,17.412364762515406,78.53763651272088,Rain
3,2024-09-26 11:39:49,28.514961554953892,77.34886400279694,Rain
1,2025-02-02 01:18:12,19.058764456065575,72.89380158868093,Clear
1,2025-12-14 12:51:37,25.42269407798545,81.83002804235554,Rain
2,2024-04-19 21:02:03,17.302925970566758,78.46879071448309,Clear
3,2025-10-06 07:20:33,19.11663334417599,72.87261699739564,Heavy Rain
1,2025-11-03 23:25:18,28.448317064252834,77.04462014129773,Clear
2,2022-03-30 03:02:44,28.65021878392556,77.22680592519326,Windy
3,2022-06-07 07:37:50,28.630089177297922,77.22219713183699,Windy
2,2025-01-04 03:08:24,12.984048445549352,77.62367294919534,Clear
2,2025-11-04 13:45:29,19.098120291300095,72.85839841310522,Cloudy
1,2022-11-05 14:13:57,28.61505021808931,77.19560275594017,Snow
3,2023-11-28 19:58:55,12.95816197322778,77.58987044975235,Windy
1,2022-08-02 09:11:02,19.105511447673575,72.90247696686687,Cloudy
3,2025-11-14 01:01:50,26.810335928069982,80.9820892299763,Cloudy
1,2024-02-28 07:00:13,28.625769959017276,77.17432734414677,Cloudy
4,2022-06-18 13:12:39,17.435100855727576,78.51909834317678,Clear
2,2023-08-05 14:53:44,12.921489460621634,77.6934458453291,Snow
4,2023-08-26 00:50:14,19.083262107924828,72.89329872674787,Fog
1,2024-12-02 10:12:00,28.591953220409344,77.25126261182332,Clear
4,2025-10-21 06:44:54,19.06670937676211,72.87110579643473,Cloudy
3,2023-11-18 19:21:20,28.53120707148923,77.36235163180226,Rain
2,2023-12-26 00:31:40,13.01950181979445,77.57029238935154,Clear
1,2024-12-08 08:50:39,28.630188442688674,77.21051310913758,Clear
3,2024-03-14 16:49:46,22.559458458572916,88.34061107824887,Clear
3,2022-02-10 06:49:06,12.94232815122263,77.52927431465328,Clear
3,2025-01-29 12:05:43,28.601958009355737,77.28964314242423,Clear
2,2022-06-06 23:07:13,13.070878783855433,80.24276349371361,Cloudy
2,2023-05-10 16:25:00,19.105857115961808,72.9171773744931,Clear
1,2023-04-03 23:10:58,28.63580435301375,77.22498245345578,Clear
3,2023-01-14 19:12:15,28.642016061495823,77.15138155278129,Cloudy
2,2022-03-02 01:21:30,28.493356702763734,77.03159052022335,Clear
2,2025-10-25 13:58:18,26.861778492474407,80.89455124381335,Fog
3,2022-12-08 04:47:53,25.422618833962048,81.84324094016081,Cloudy
2,2025-11-14 03:29:06,26.80273456539224,80.94464092975144,Cloudy
1,2022-10-04 17:56:40,28.504092225423065,76.93726109467927,Clear
4,2024-10-17 14:37:37,28.613073370720354,77.25156580218739,Fog
1,2023-07-20 19:12:30,28.537859282977127,77.39427409107851,Rain
2,2025-09-15 21:44:35,12.956865494619539,77.59775145543534,Windy
1,2022-02-13 21:34:45,13.06117695641194,80.24181919350892,Clear
4,2023-05-18 06:18:44,28.501827921241716,77.00328078147737,Snow
1,2025-09-06 23:30:32,28.493662660445512,77.41276832848676,Clear
1,2025-02-27 07:17:13,25.3729342369291,81.86486071637873,Windy
1,2025-09-22 10:05:19,28.491776070977746,77.02205732097784,Clear
1,2024-06-23 16:10:38,12.978927210006715,77.59302345586961,Clear
4,2024-11-14 09:59:04,28.6644520194193,77.15046584159657,Clear
2,2023-10-31 01:18:46,25.435947368230654,81.86521309458259,Cloudy
4,2023-05-14 10:52:47,13.0428538093096,80.20456057746908,Clear
1,2023-07-01 07:04:44,26.85007319930899,80.96536389370593,Clear
3,2024-05-21 22:32:23,19.118825288091575,72.92442313549343,Rain
3,2023-03-19 19:58:12,28.61812765813754,77.1827492061452,Rain
1,2025-09-13 11:13:36,17.35179544628679,78.42758844160026,Clear
3,2023-04-27 23:15:13,26.91532420025091,80.9927239470353,Clear
2,2025-02-19 14:54:03,28.624435043187148,77.22908187164006,Rain
1,2024-05-21 16:11:40,28.613122992179765,77.20845584962248,Clear
2,2025-07-04 15:20:37,22.544102836291515,88.34394736312854,Snow
